2024-06-09 11:01:47,865 INFO    StreamThr :12372 [internal.py:wandb_internal():85] W&B internal server running at pid: 12372, started at: 2024-06-09 11:01:47.865196
2024-06-09 11:01:47,867 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: status
2024-06-09 11:01:47,867 INFO    WriterThread:12372 [datastore.py:open_for_write():87] open: A:\ECE397\wandb\run-20240609_110147-ihvlin66\run-ihvlin66.wandb
2024-06-09 11:01:47,869 DEBUG   SenderThread:12372 [sender.py:send():379] send: header
2024-06-09 11:01:47,890 DEBUG   SenderThread:12372 [sender.py:send():379] send: run
2024-06-09 11:01:48,775 INFO    SenderThread:12372 [dir_watcher.py:__init__():211] watching files in: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files
2024-06-09 11:01:48,775 INFO    SenderThread:12372 [sender.py:_start_run_threads():1188] run started: ihvlin66 with start time 1717902107.865195
2024-06-09 11:01:48,781 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: check_version
2024-06-09 11:01:48,781 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: check_version
2024-06-09 11:01:49,194 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: run_start
2024-06-09 11:01:49,208 DEBUG   HandlerThread:12372 [system_info.py:__init__():26] System info init
2024-06-09 11:01:49,208 DEBUG   HandlerThread:12372 [system_info.py:__init__():41] System info init done
2024-06-09 11:01:49,208 INFO    HandlerThread:12372 [system_monitor.py:start():194] Starting system monitor
2024-06-09 11:01:49,208 INFO    SystemMonitor:12372 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-09 11:01:49,208 INFO    HandlerThread:12372 [system_monitor.py:probe():214] Collecting system info
2024-06-09 11:01:49,211 INFO    SystemMonitor:12372 [interfaces.py:start():188] Started cpu monitoring
2024-06-09 11:01:49,212 INFO    SystemMonitor:12372 [interfaces.py:start():188] Started disk monitoring
2024-06-09 11:01:49,213 INFO    SystemMonitor:12372 [interfaces.py:start():188] Started gpu monitoring
2024-06-09 11:01:49,213 INFO    SystemMonitor:12372 [interfaces.py:start():188] Started memory monitoring
2024-06-09 11:01:49,218 INFO    SystemMonitor:12372 [interfaces.py:start():188] Started network monitoring
2024-06-09 11:01:49,218 DEBUG   HandlerThread:12372 [system_info.py:probe():152] Probing system
2024-06-09 11:01:49,219 DEBUG   HandlerThread:12372 [system_info.py:_probe_git():137] Probing git
2024-06-09 11:01:49,265 DEBUG   HandlerThread:12372 [system_info.py:_probe_git():145] Probing git done
2024-06-09 11:01:49,265 DEBUG   HandlerThread:12372 [system_info.py:probe():200] Probing system done
2024-06-09 11:01:49,265 DEBUG   HandlerThread:12372 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.9.18', 'heartbeatAt': '2024-06-09T03:01:49.218434', 'startedAt': '2024-06-09T03:01:47.859381', 'docker': None, 'cuda': None, 'args': ('-net', 'vgg16', '-dataset', 'cifar100'), 'state': 'running', 'program': 'A:\\ECE397\\compress.py', 'codePathLocal': 'compress.py', 'codePath': 'compress.py', 'git': {'remote': 'https://github.com/Beryex/UIUC-ECE397.git', 'commit': 'e0f1c36fbcb7578987b2fa30ff701eea86708f6d'}, 'email': 'WangBoyao.02@outlook.com', 'root': 'A:/ECE397', 'host': '¿ÏËþ»ù²¨ÅÔÍþÊ¿¼É', 'username': 'A', 'executable': 'C:\\Users\\A\\anaconda3\\envs\\Pytorch\\python.exe', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 1907.7119102478027, 'used': 840.052375793457}}, 'gpu': 'NVIDIA GeForce RTX 4070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Ti', 'memory_total': 12878610432}], 'memory': {'total': 31.714561462402344}}
2024-06-09 11:01:49,266 INFO    HandlerThread:12372 [system_monitor.py:probe():224] Finished collecting system info
2024-06-09 11:01:49,266 INFO    HandlerThread:12372 [system_monitor.py:probe():227] Publishing system info
2024-06-09 11:01:49,266 DEBUG   HandlerThread:12372 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-09 11:01:49,775 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_created():271] file/dir created: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\conda-environment.yaml
2024-06-09 11:01:51,775 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_modified():288] file/dir modified: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\conda-environment.yaml
2024-06-09 11:01:51,868 DEBUG   HandlerThread:12372 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-09 11:01:51,869 INFO    HandlerThread:12372 [system_monitor.py:probe():229] Finished publishing system info
2024-06-09 11:01:51,880 DEBUG   SenderThread:12372 [sender.py:send():379] send: files
2024-06-09 11:01:51,880 INFO    SenderThread:12372 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-09 11:01:51,966 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: python_packages
2024-06-09 11:01:51,966 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: stop_status
2024-06-09 11:01:51,966 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-09 11:01:51,966 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: python_packages
2024-06-09 11:01:51,967 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: stop_status
2024-06-09 11:01:52,684 DEBUG   SenderThread:12372 [sender.py:send():379] send: telemetry
2024-06-09 11:01:52,684 DEBUG   SenderThread:12372 [sender.py:send():379] send: exit
2024-06-09 11:01:52,685 INFO    SenderThread:12372 [sender.py:send_exit():586] handling exit code: 1
2024-06-09 11:01:52,685 INFO    SenderThread:12372 [sender.py:send_exit():588] handling runtime: 2
2024-06-09 11:01:52,685 INFO    SenderThread:12372 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-09 11:01:52,685 INFO    SenderThread:12372 [sender.py:send_exit():594] send defer
2024-06-09 11:01:52,686 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,686 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-09 11:01:52,686 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,686 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 0
2024-06-09 11:01:52,686 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 1
2024-06-09 11:01:52,687 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,687 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-09 11:01:52,687 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,687 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 1
2024-06-09 11:01:52,687 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 2
2024-06-09 11:01:52,687 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,687 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-09 11:01:52,687 INFO    HandlerThread:12372 [system_monitor.py:finish():203] Stopping system monitor
2024-06-09 11:01:52,687 DEBUG   SystemMonitor:12372 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-09 11:01:52,687 INFO    HandlerThread:12372 [interfaces.py:finish():200] Joined cpu monitor
2024-06-09 11:01:52,692 DEBUG   SystemMonitor:12372 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-09 11:01:52,692 INFO    HandlerThread:12372 [interfaces.py:finish():200] Joined disk monitor
2024-06-09 11:01:52,693 DEBUG   SystemMonitor:12372 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-09 11:01:52,731 INFO    HandlerThread:12372 [interfaces.py:finish():200] Joined gpu monitor
2024-06-09 11:01:52,731 INFO    HandlerThread:12372 [interfaces.py:finish():200] Joined memory monitor
2024-06-09 11:01:52,731 INFO    HandlerThread:12372 [interfaces.py:finish():200] Joined network monitor
2024-06-09 11:01:52,732 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,732 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 2
2024-06-09 11:01:52,732 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 3
2024-06-09 11:01:52,732 DEBUG   SenderThread:12372 [sender.py:send():379] send: stats
2024-06-09 11:01:52,732 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,732 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-09 11:01:52,732 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,733 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 3
2024-06-09 11:01:52,733 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 4
2024-06-09 11:01:52,733 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,733 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 4
2024-06-09 11:01:52,733 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,733 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 4
2024-06-09 11:01:52,733 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 5
2024-06-09 11:01:52,733 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,733 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 5
2024-06-09 11:01:52,733 DEBUG   SenderThread:12372 [sender.py:send():379] send: summary
2024-06-09 11:01:52,733 INFO    SenderThread:12372 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-06-09 11:01:52,734 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,734 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 5
2024-06-09 11:01:52,734 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 6
2024-06-09 11:01:52,734 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:52,734 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 6
2024-06-09 11:01:52,734 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:52,734 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 6
2024-06-09 11:01:52,736 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: status_report
2024-06-09 11:01:52,776 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_created():271] file/dir created: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\requirements.txt
2024-06-09 11:01:52,776 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_created():271] file/dir created: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\wandb-summary.json
2024-06-09 11:01:52,776 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_created():271] file/dir created: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\output.log
2024-06-09 11:01:52,776 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_created():271] file/dir created: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\wandb-metadata.json
2024-06-09 11:01:52,973 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-09 11:01:53,003 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 7
2024-06-09 11:01:53,003 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: poll_exit
2024-06-09 11:01:53,003 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:53,003 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 7
2024-06-09 11:01:53,003 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:53,003 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 7
2024-06-09 11:01:53,776 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_modified():288] file/dir modified: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\config.yaml
2024-06-09 11:01:53,973 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-09 11:01:54,205 INFO    wandb-upload_0:12372 [upload_job.py:push():130] Uploaded file C:\Users\A\AppData\Local\Temp\tmpqput16q4wandb\yd50jca0-wandb-metadata.json
2024-06-09 11:01:54,686 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 8
2024-06-09 11:01:54,686 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: poll_exit
2024-06-09 11:01:54,686 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:54,686 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 8
2024-06-09 11:01:54,686 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:01:54,686 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 8
2024-06-09 11:01:54,686 INFO    SenderThread:12372 [job_builder.py:build():440] Attempting to build job artifact
2024-06-09 11:01:54,687 INFO    SenderThread:12372 [job_builder.py:_get_source_type():569] is repo sourced job
2024-06-09 11:01:54,724 INFO    SenderThread:12372 [job_builder.py:build():545] adding wandb-job metadata file
2024-06-09 11:01:54,733 INFO    SenderThread:12372 [sender.py:transition_state():614] send defer: 9
2024-06-09 11:01:54,734 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: defer
2024-06-09 11:01:54,734 DEBUG   SenderThread:12372 [sender.py:send():379] send: artifact
2024-06-09 11:01:54,734 INFO    HandlerThread:12372 [handler.py:handle_request_defer():184] handle defer: 9
2024-06-09 11:01:54,777 INFO    Thread-16 :12372 [dir_watcher.py:_on_file_modified():288] file/dir modified: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\output.log
2024-06-09 11:01:54,976 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-09 11:01:57,070 INFO    wandb-upload_1:12372 [upload_job.py:push():88] Uploaded file C:\Users\A\AppData\Local\Temp\tmppkgo6jn7\wandb-job.json
2024-06-09 11:01:58,055 INFO    wandb-upload_0:12372 [upload_job.py:push():88] Uploaded file C:\Users\A\AppData\Local\wandb\wandb\artifacts\staging\tmpryb0k9iw
2024-06-09 11:01:59,977 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: keepalive
2024-06-09 11:02:00,035 INFO    SenderThread:12372 [sender.py:send_artifact():1530] sent artifact job-https___github.com_Beryex_UIUC-ECE397.git_compress.py - {'id': 'QXJ0aWZhY3Q6ODY1Mjk1OTIy', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE4MzgyOTM0Mg==', 'latestArtifact': None}}
2024-06-09 11:02:00,035 DEBUG   SenderThread:12372 [sender.py:send_request():406] send_request: defer
2024-06-09 11:02:00,035 DEBUG   HandlerThread:12372 [handler.py:handle_request():158] handle_request: status_report
2024-06-09 11:02:00,035 INFO    SenderThread:12372 [sender.py:send_request_defer():610] handle sender defer: 9
2024-06-09 11:02:00,035 INFO    SenderThread:12372 [dir_watcher.py:finish():358] shutting down directory watcher
2024-06-09 11:02:00,780 INFO    SenderThread:12372 [dir_watcher.py:finish():388] scan: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files
2024-06-09 11:02:00,781 INFO    SenderThread:12372 [dir_watcher.py:finish():402] scan save: A:\ECE397\wandb\run-20240609_110147-ihvlin66\files\conda-environment.yaml conda-environment.yaml
